sector,ebitdaMargins,profitMargins,grossMargins,revenueGrowth,operatingMargins,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,debtToEquity,returnOnEquity,totalCashPerShare,revenuePerShare,quickRatio,enterpriseToRevenue,enterpriseToEbitda,forwardEps,heldPercentInstitutions,priceToBook,shortRatio,beta,earningsQuarterlyGrowth,priceToSalesTrailing12Months,pegRatio,forwardPE,trailingPE,dividendYield,trailingPegRatio,R&D/Revenue,SGA/Revenue,Ticker
Healthcare,0.38821,-0.111899994,0.42200002,0.526,0.13255,-0.283,1.119,0.03258,14,112.315,-0.11405,0.698,15.328,0.514,2.346,6.044,3.72,0.75321,0.83176017,2.11,1.431168,0.677,1.02425,-10.49,3.908602,,0.031,,0.042482839444165414,0.26661644064958984,VTRS
Financial Services,0.69612,0.51592,0.97068,0.241,0.66452,0.291,1.395,0.13035,,57.8,0.35584998,7.591,12.01,1.07,18.203,26.149,,0.96063006,,2.26,0.920437,0.266,,,,,0.0069,,,0.2724745903339556,V
Real Estate,0.44002998,-0.02807,0.53154,0.116,0.20936,-0.293,7.062,0.01234,11,120.206,-0.00437,11.133,8.634,6.403,10.956,24.899,0.71,0.79092,1.640543,10.92,1.282597,-0.033,5.0734105,4.36,61.61972,,0.0468,,,0.09885757740412408,VNO
Basic Materials,0.26205,0.12642,0.25863,0.158,0.17966999,-0.114,1.96,0.045500003,21,72.241,0.10524,1.022,38.579,1.225,6.343,24.207,6.29,0.90386003,3.78903,2.47,0.630649,-0.115,4.754665,2.21,29.17011,37.83093,0.0069999998,,,0.07581741655970381,VMC
Industrials,0.16865,0.071339995,0.30286,0.024,0.111990005,1.218,1.317,0.02967,9,39.613,0.055409998,2.543,41.673,0.67,2.734,16.211,4.87,0.93546,1.7358198,4.93,,1.162,2.254176,3.14,19.379877,39.17808,0.0053,,0.02250063922270519,0.1316798772692406,WAB
Consumer Defensive,0.07048,0.01402,0.25041,0.043,0.05165,-0.383,0.947,0.074489996,37,64.433,0.093109995,5.808,203.817,0.268,0.778,11.032,6.72,0.32029998,4.6049438,1.26,0.524155,-0.395,0.6614106,2.73,20.294643,48.02113,0.0152,,,0.20010337100353928,WMT
Healthcare,0.04185,0.04764,0.21495001,0.078,0.02915,,0.831,0.02649,18,117.569,0.21708,4.79,156.051,0.417,0.619,14.787,5.1,0.58961,1.7071909,2.61,0.552461,,0.29572254,3.7,9.058824,15.75179,0.0399,,,0.1841610758514516,WBA
Industrials,0.28476,0.10092,0.38476002,0.208,0.17361,0.391,0.776,0.07011,14,181.865,0.24409,0.277,41.077,0.679,4.715,16.558,5.53,0.82747,8.466115,3.39,0.82961,0.379,3.5059328,2.2,26.249548,35.233013,0.015800001,,,0.10369299513733736,WM
Healthcare,0.35161,0.25398,0.58843,0.11,0.30329,0.281,2.468,0.17899,12,579.618,5.4795203,10.734,44.216,1.768,8.337,23.71,11.79,0.91156995,67.06382,5.22,0.83948,0.271,7.219956,3.1,27.45123,29.000896,,,0.05951597322189176,0.2230949557467875,WAT
Utilities,0.33540002,0.15636,0.36069,0.139,0.20622,-0.052,0.708,0.028199999,13,140.283,0.11915,0.052,26.367,0.406,5.261,15.684,4.3,0.74682,2.627089,2.33,0.250621,-0.062,3.4460402,3.57,21.127905,21.891565,0.0328,,,,WEC
Financial Services,0.0,0.24059,0.0,0.09,0.30027,0.671,,0.0103400005,25,,0.1075,120.316,19.003,,-0.325,,3.74,0.73497003,1.2749463,1.94,1.314285,0.593,2.7591152,0.1,14.467915,12.90792,0.0152,,,0.8487971330098253,WFC
Real Estate,0.37923,0.09686,0.40261,0.196,0.15732001,-0.461,1.694,0.0135699995,20,78.371,0.02614,0.698,10.844,1.067,11.77,31.037,1.01,0.93185997,2.176191,4.66,1.007272,-0.448,8.056884,8.58,83.47524,81.45894,0.0277,,0,0,WELL
Healthcare,0.30142,0.22846001,0.40518,0.289,0.258,1.119,2.861,0.15100999,5,14.33,0.31239998,9.287,36.242,2.084,11.715,38.866,9.05,0.93160003,13.003263,2.8,0.96935,1.134,10.678695,1.96,42.703865,47.931293,0.0017,,0.021845451581349852,0.14010899436396665,WST
Technology,0.17766,0.105220005,0.30727,0.226,0.12517999,7.95,1.934,0.05746,,63.996,0.18245001,8.088,61.397,1.07,1.129,6.353,8.98,0.83634,1.449454,1.17,1.594728,8.097,0.87114924,0.4,5.8964367,11.077406,,,0.13254934404916677,0.06464956860891148,WDC
Consumer Cyclical,0.14993,0.04501,0.18029,0.125,0.075729996,0.193,1.566,0.03154,13,76.277,0.07698,1.107,72.633,0.852,1.093,7.287,5.13,0.88449997,1.0499784,1.3,1.124813,0.199,0.6304252,0.47,9.013645,14.773163,0.0212,,,0.08718613471602094,WRK
Real Estate,0.39388,0.25556,0.40172002,0.069,0.34712002,0.411,3.286,0.13033,9,48.491,0.26740998,2.518,13.61,2.526,3.125,7.933,1.87,0.84011,2.831756,2.6,1.70363,0.425,2.8784006,2.45,20.962566,11.839323,0.0188,,,0.049995098519752965,WY
Consumer Cyclical,0.12836,0.081099994,0.20055,0.003,0.10589,-0.367,1.139,0.07146,6,123.818,0.36827,51.935,354.026,0.722,0.68,5.296,25.16,1.04612,2.5123806,9.17,1.752362,-0.403,0.5648818,1.01,8.125994,6.521323,0.0353,,,0.0925176256538549,WHR
Energy,0.42661,0.10213,0.52147,0.48,0.24235001,-0.48,0.584,0.033210002,23,160.658,0.07357,0.176,8.148,0.445,5.798,13.591,1.28,0.85780996,3.3376837,2.82,1.463376,-0.466,3.7669737,10.42,23.976562,37.42683,0.061300002,,,0.061795569374271275,WMB
Financial Services,0.23027,0.46922,0.41619998,-0.021,0.15804,4.247,1.256,0.02418,,41.111,0.17789,38.392,70.297,0.479,3.074,13.35,,0.96942,,1.68,0.75982,4.046,,,,,0.0149,,,,WTW
Consumer Cyclical,0.09166,-0.2489,0.56086,1.685,-0.11837,,2.22,-0.01897,13,,,21.579,30.486,2.097,5.542,60.46,-0.41,0.64904,,1.75,2.41974,,2.9791632,0.13,-214.07317,,,,,0.34393931658635757,WYNN
Utilities,0.33832002,0.12056,0.39736998,0.09,0.16847,-0.009,0.778,0.02466,15,163.635,0.10847,1.29,24.263,0.412,4.681,13.836,3.17,0.77385,2.3861582,1.22,0.368311,0.01,2.7808635,3.34,21.208202,22.992477,0.026800001,,,0.021343050494534097,XEL
Industrials,0.16702,0.08808,0.38397998,0.037,0.119729996,2.15,2.326,0.04729,13,81.399,0.15459,6.96,29.102,1.696,3.943,23.608,3,0.91339993,5.300495,2.98,1.03041,2.081,3.1262062,2.55,30.31,35.672813,0.0104,,0.038351107465135356,0.23748974569319115,XYL
Consumer Cyclical,0.34964,0.23922001,0.48086,0.084,0.32473,0.028,1.083,0.22614,20,,,1.682,22.168,0.765,7.049,20.16,4.95,0.80383,,1.5,1.109398,-0.006,5.5082645,1.98,24.99394,23.893396,0.0185,,,0.16069258809234507,YUM
Technology,0.21635,0.15454,0.47129002,0.269,0.18361,0.708,0.964,0.112959996,11,40.483,0.35601002,5.745,102.334,0.628,4.947,22.865,19.7,0.87852997,7.9358783,1.12,1.532691,0.716,4.086007,3.18,21.221827,26.655828,,,0.10184352517985612,0.17693345323741008,ZBRA
Healthcare,0.30142,0.05125,0.70678,-0.023,0.16521,,1.409,0.033800002,26,55.807,0.03234,2.291,37.566,0.543,4.133,13.711,8.02,0.91972,2.0826485,1.15,1.221282,,3.3777397,1.81,15.798004,32.370975,0.0078,,0.06344912074730098,0.39955590719991835,ZBH
Financial Services,0.0,0.36889,0.0,0.126,0.48909,0.434,,0.014400001,22,,0.15542,79.667,20.014,,-0.03,,4.61,0.85582,1.5151321,2.52,1.414597,0.371,3.4144816,-0.3,15.399132,10.029669,0.0242,,,0.5951178451178452,ZION
Healthcare,0.41175997,0.26024,0.7001,0.114,0.36003,0.16,4.542,0.12495,12,144.328,0.47756,6.971,16.034,3.025,14.439,35.067,5.19,0.9283,19.699516,1.54,0.64987,0.152,12.095899,3.84,37.51638,46.92938,0.0058,,0.06936329588014982,0.25662921348314605,ZTS
